formula,image,formula_len_chars,formula_len_tokens_rough,image_width,image_height,aspect_ratio
"d s ^ { 2 } \, = \, a ^ { 2 } ( \eta ) \bigl [ ( 1 + 2 \Phi ) d \eta ^ { 2 } - ( 1 - 2 \Phi ) d x ^ { i } d x _ { i } \bigr ] \, ,",1b514e50c5.png,130,54,320,32,10.0
"m \simeq a ~ \sqrt { | e H | } ~ \mathrm { e } ^ { - b \sqrt { \frac { \pi } { \alpha } - c } } ,",5fab91c6bc.png,97,34,192,64,3.0
"\sigma ( x , u ) \sigma ( x , - u ) = \frac { \operatorname { c o s } ^ { 2 } x } { \operatorname { c o s } ( x + \lambda u ) \operatorname { c o s } ( x - \lambda u ) }",3b50918078.png,169,54,320,64,5.0
\beta _ { \mathrm { S G } } = 2 g _ { \mathrm { e f f } } .,79c32acdd9.png,59,22,128,32,4.0
"\Psi _ { \xi } ( P _ { 0 } ) = \operatorname { e x p } \left[ \frac { i \xi \kappa } { ( a + 1 ) } \left( 1 - e ^ { - ( a + 1 ) P _ { 0 } / \kappa } \right) \right] \, \psi ( P _ { 0 } ) ,",24266904e7.png,188,65,384,64,6.0
{ \frac { M ^ { \prime } } { 4 \pi \kappa \lambda } } = - \left( q ^ { a } + { \frac { \eta ^ { a } } { \lambda } } \right) \epsilon _ { a } ^ { ~ ~ b } p _ { b } ~ .,6b3ec23fe9.png,166,57,224,64,3.5
- \frac { 1 } { 8 z _ { 0 } ^ { 2 } } + V ^ { \prime } ( z _ { 0 } ) = 0 .,60e27f6f6b.png,74,33,160,64,2.5
{ \mathcal L } = - \frac { 1 } { 2 } F \wedge ^ { * } F + \frac { 1 } { 2 } | D \phi | ^ { 2 } - U ( \phi ),1c247eaaad.png,107,41,256,64,4.0
i ( 2 \pi ) ^ { 4 } \Phi ( q _ { 1 2 } P _ { 1 2 } ) = { \Delta _ { 1 } } ^ { - 1 } { \Delta _ { 2 } } ^ { - 1 } \lambda \int d ^ { 4 } { q _ { 1 2 } } ^ { \prime } \Phi ( { q _ { 1 2 } } ^ { \prime } P _ { 1 2 } ),3fdfde7724.png,214,89,384,64,6.0
"\delta _ { _ \ominus } \overline { Q } \sim \widehat Q { \frac { M w } { 4 c ^ { 2 } \mu ^ { 2 } } } \, \operatorname { l n } \big \{ { \frac { w _ { \! _ { \odot } } } { w } } \} \ .",76f96b5889.png,183,61,192,64,3.0
E _ { \mathrm { B I } } = \sqrt { ( N \tau _ { 0 } ) ^ { 2 } + ( A \tau _ { 2 } ) ^ { 2 } } = N \tau _ { 0 } + \frac { A ^ { 2 } \tau _ { 2 } ^ { 2 } } { 2 N \tau _ { 0 } } + \cdots .,8eff38b160.png,183,75,384,64,6.0
"g _ { a \bar { b } } = \partial _ { a } \, \partial _ { \bar { b } } \, K ( z , \bar { z } ) \ .",5b21e90f7d.png,96,36,160,32,5.0
P _ { 0 } [ A ] = \left\Vert e ^ { i \Gamma [ A ] } \right\Vert ^ { 2 } \; .,4e4a92826c.png,76,26,160,64,2.5
"d s ^ { 2 } = H _ { p } ( u ) ^ { - 1 / 2 } [ - d t ^ { 2 } + ( d { { \vec { x } } ^ { \parallel } } ) ^ { 2 } ] + H _ { p } ( u ) ^ { 1 / 2 } ( d { { \vec { x } } ^ { \perp } } ) ^ { 2 } \quad ,",3f0fd99b69.png,195,87,384,32,12.0
"{ \cal N } = e ^ { \lambda T } { \cal N } _ { 0 } \equiv { \cal S } { \cal N } _ { 0 } ,",63bafe67ad.png,88,33,160,32,5.0
\int { \cal D } X ^ { \mu } ( \lambda ) \equiv \int d \xi _ { n } ^ { \mu } \sqrt { g ( \xi ) } .,1b2dc00baf.png,97,33,192,64,3.0
"S _ { \mathrm { s u r f } } = - { \frac { i } { 8 \pi } } \int d \psi \, 4 \pi r ^ { 2 } \left[ { \frac { \sqrt { M ^ { 2 } - Q ^ { 2 } } } { r ^ { 2 } } } + { \frac { Q ^ { 2 } } { r ^ { 3 } } } \right] \; ,",251f6b4af0.png,208,82,384,64,6.0
"C _ { 4 } = c ^ { A } ( x ) \wedge \Omega _ { A } + a ( x ) \, \hat { \Omega } _ { ( 4 ) } \ .",228a9756cf.png,94,38,224,32,7.0
"\mathrm { S p i n } ( d ) \hookrightarrow \mathrm { S O } ( s _ { d } ) \; ,",2c5bc5f5e0.png,76,25,160,32,5.0
\bar { \Delta } _ { \hbar } ^ { a } \bar { \Delta } _ { \hbar } ^ { b } + \bar { \Delta } _ { \hbar } ^ { b } \bar { \Delta } _ { \hbar } ^ { a } = 0,3d6c8c6a08.png,149,51,160,32,5.0
"L _ { 0 } = \frac { M } { 2 } { \dot { q } } ^ { 2 } - V ( q ) + \sum _ { \alpha = 1 } ^ { N } \{ \frac { m _ { \alpha } } { 2 } { \dot { x } _ { \alpha } } ^ { 2 } - \frac { m _ { \alpha } } { 2 } \omega _ { \alpha } ^ { 2 } x _ { \alpha } ^ { 2 } + { \epsilon } _ { \alpha } x _ { \alpha } q \} ,",11804cfabf.png,298,112,384,64,6.0
- \frac { 1 } { 8 z ^ { 2 } } + V ^ { \prime } ( z ) = F _ { 1 } ( z ) F _ { 2 } ( z ),7d8ab98ff3.png,86,39,224,64,3.5
\Phi _ { i } = x _ { i } ( t ) + \theta \psi _ { i } ( t ) + i \bar { \theta } \theta \dot { x } _ { i } ( t ) .,623e005fb6.png,112,43,224,32,7.0
"2 ( 1 - { \cal G } _ { 3 } ^ { 2 } ) ^ { 2 } \left\{ { \cal G } _ { 3 } , \tau \right\} = - \left( 3 + { \cal G } _ { 3 } ^ { 2 } \right) \left( \partial _ { \tau } { \cal G } _ { 3 } \right) ^ { 2 } .",a732be3e8d.png,201,71,320,64,5.0
"\alpha = \sum _ { i , j } \alpha _ { i j } p _ { i } d _ { f } p _ { j } + A .",498fd0b73d.png,78,33,192,64,3.0
"K _ { i } ^ { [ J ] } = \frac { 1 } { 2 } [ Y _ { i 0 0 } + Y _ { i J J } - 2 \epsilon _ { J , m } Y _ { i 0 J } ] \; \; \; .",2cfea980fd.png,125,56,256,64,4.0
c _ { A B } = \sqrt { g } \left( \begin{array} { l l } { f } & { 0 } \\ { 0 } & { 2 \gamma \Phi g _ { \mu \nu } } \\ \end{array} \right) .,1d31b44b5e.png,138,44,192,64,3.0
{ \hat { M } } ^ { \mu \nu } = M ^ { \mu \nu } + \int V ( x ) ( x ^ { \nu } \lambda ^ { \mu } - x ^ { \mu } \lambda ^ { \nu } ) \delta ( \lambda x - \tau ) d ^ { 4 } x,5d0141d630.png,167,60,384,64,6.0
"W ( \lbrace \mathbf { a } _ { i } \rbrace ; B _ { i j } ) = W ( \lbrace 0 , \mathbf { a } _ { i \neq 1 } \rbrace ; 0 ) W ( \lbrace \mathbf { a } _ { 1 } , 0 \rbrace ; 0 ) .",41df96d8ab.png,172,58,384,32,12.0
"\delta e = 0 , \quad \delta v = \dot { \rho } , \quad \delta x _ { \mu } = \rho J _ { \mu } , \quad \delta J _ { \mu } = - \rho e ^ { - 1 } \epsilon _ { \mu \nu \lambda } \dot { x } { } ^ { \nu } J ^ { \lambda } ,",6f119209ed.png,213,68,480,32,15.0
"\Gamma _ { 1 } [ \phi ] = S [ \phi ] - \frac { 1 } { 2 } \mathrm { T r \ l n } S _ { , i j } [ \phi ] \ ,",201afe28d0.png,105,41,224,64,3.5
"[ \hat { x } ^ { i } , \hat { x } ^ { j } ] = i \hbar \Theta ^ { i j } , \quad [ \hat { x } ^ { i } , \hat { p } _ { j } ] = i \hbar \delta _ { j } ^ { i } , \quad [ \hat { p } _ { i } , \hat { p } _ { j } ] = 0 .",37d91871ef.png,213,85,384,32,12.0
"2 L _ { 1 2 3 } = C _ { 1 2 3 } , \qquad 2 J _ { 1 2 3 } + L _ { 1 2 3 } ( m _ { 2 } ^ { 2 } + m _ { 3 } ^ { 2 } - m _ { 1 } ^ { 2 } - 4 ) = B _ { 1 2 3 } .",6ebde76dab.png,156,76,480,32,15.0
"A _ { i } = - \frac { 1 } { q } \frac { \epsilon _ { i j k } } { \left( - O ^ { 2 } \partial ^ { 2 } + m ^ { 2 } \right) } O \partial _ { j } I _ { k } \; ,",3fd9a7150e.png,156,58,256,64,4.0
"f _ { i j } ( u ) = f _ { j i } ( u ) = c \, \mathrm { s g n } ( u ) = c \, [ \theta ( u ) - \theta ( - u ) ] , \qquad 1 \le i < j \le N ,",49843a5400.png,138,56,480,32,15.0
r ( 1 ; - t / 2 ) \sim c _ { 1 } { \frac { \operatorname { e x p } ( t ^ { 3 / 2 } / 3 ) } { t ^ { 3 / 4 } } },52275fe017.png,110,46,224,64,3.5
"\tilde { P } \; = \; \sum _ { n = 0 } ^ { \infty } \sum _ { \ldots } { \mathrm { c o n s t } } ( n , \ldots ) \; C _ { n , \ldots } \: { \cal { B } } \: C _ { n - 1 , \ldots } \: { \cal { B } } \: \cdots \: { \cal { B } } \: C _ { 0 , \ldots } \; \; \; ,",69a0c88f67.png,254,91,480,64,7.5
"\int _ { 0 } ^ { \infty } d y { \frac { y ^ { s - 1 } } { e ^ { y } - 1 } } = \Gamma ( s ) \zeta ( s ) ,",2028364187.png,104,42,192,64,3.0
"\frac { d \theta } { d \lambda } = - \frac { 1 } { 2 } \theta ^ { 2 } - \sigma _ { a b } \sigma ^ { a b } + \omega _ { a b } \omega ^ { a b } - R _ { a b } N ^ { a } N ^ { b } \ ,",381aa03c6d.png,179,68,320,64,5.0
\int _ { 0 } ^ { \infty } d \mu N ( \mu ) ( \frac { \alpha ( \mu ) } { \Omega _ { n ( t _ { m } ) } ^ { \mu } } ) ^ { 2 } \operatorname { c o s } \Omega _ { n ( t _ { m } ) } ^ { \mu } t = 2 \Gamma \delta _ { 1 / \Delta _ { n ( t _ { m } ) } ^ { \Omega } } ( t ) .,17f6538940.png,264,98,384,64,6.0
"f ( u \to \infty ) = 1 \ \ , \qquad f ( u \to \Lambda ^ { 2 } ) \sim d _ { 0 } ( u - \Lambda ^ { 2 } ) ^ { - 2 } \ \ .",5c53f47517.png,118,45,384,32,12.0
W ( \Phi ) = g ( a ^ { 2 } \Phi - \frac { 1 } { 3 } \Phi ^ { 3 } ) .,7555e8d5e8.png,68,28,192,64,3.0
"C ( l ) _ { n , n ^ { \prime } } ^ { m , m ^ { \prime } } = \left( \begin{array} { c c } { n } \\ { l } \\ \end{array} \right) \left[ \begin{array} { c } { m ^ { \prime } + n ^ { \prime } } \\ \end{array} \right] _ { l } - \left( \begin{array} { c c } { n ^ { \prime } } \\ { l } \\ \end{array} \right) \left[ \begin{array} { c } { m + n } \\ \end{array} \right] _ { l }",2fa28c802b.png,370,104,384,64,6.0
"m \simeq a ~ \sqrt { | g H | } ~ \mathrm { e } ^ { - 2 \pi b / g } ,",7e98d64bf8.png,68,26,160,64,2.5
"\left[ \Psi _ { M } ^ { + } ( x ) , \overline { { \Psi } } _ { N } ^ { - } ( y ) \right] = ( 2 \pi ) ^ { - 3 } \int \frac { \left( m - i \widehat { p } \right) _ { M N } } { 2 p _ { 0 } } e ^ { i p ( x - y ) } d ^ { 3 } p",5fe5b334c9.png,221,85,384,64,6.0
"\tilde { \delta } _ { \perp } \omega _ { i j } = k _ { j } \tilde { \nabla } \Phi _ { i } - k _ { i } \tilde { \nabla } \Phi _ { j } \, .",32d381f0f5.png,137,46,192,32,6.0
G _ { a b } = \left( \begin{array} { l l } { e ^ { \varphi } g _ { \mu \nu } + G _ { \tau \tau } A _ { \mu } A _ { \nu } } & { G _ { \tau \tau } A _ { \nu } } \\ { G _ { \tau \tau } A _ { \nu } } & { G _ { \tau \tau } } \\ \end{array} \right),11c3978b72.png,242,83,320,64,5.0
"\langle \xi _ { i } ( x , t ) \xi _ { j } ( x ^ { \prime } , t ^ { \prime } ) \rangle = 2 \sigma _ { \mathrm { c } } T \delta _ { i j } \delta ^ { 3 } ( x - x ^ { \prime } ) \delta ( t - t ^ { \prime } ) \, .",5d1c95af2a.png,208,73,384,32,12.0
"U _ { g \xi } \ = \ \frac { 1 } { 2 } \operatorname { l n } \left( \frac { r ( \xi ) } { r } \right) \ , \ \ \ \ \ \ \ \ T _ { g \xi } \ = \ \frac { 1 } { 2 } \operatorname { l n } \left( \frac { f ( r ( \xi ) ) } { f ( r ) } \right) \ .",1be097b73b.png,237,84,384,64,6.0
"D _ { a b } C = \pm 2 \chi _ { N P } , \; D _ { a b } ^ { 2 } C = 2 \Bigl ( \delta _ { a c } - \delta _ { a d } - \delta _ { b c } + \delta _ { b d } \Bigr ) \; ,",5d5660fdd7.png,162,64,384,64,6.0
\frac { { \sf r } _ { 1 } } { l } = e ^ { - { \sf t } _ { 1 } / l } - e ^ { - { \sf t } _ { 0 } / l } .,53d3d9a4f8.png,103,47,160,64,2.5
"\{ \chi _ { D } ^ { \prime \prime } , \chi _ { D } ^ { \prime \prime } \} = i \chi ^ { \prime \prime } .",4f0e434ef8.png,104,32,128,32,4.0
"2 v _ { \bar { z } } \left( s + \alpha ( t , s ) , s ^ { - 1 } + \overline { { \alpha ( t , s ) } } \right) = \dot { \alpha } ( t , s ) .",5dc140f0f9.png,137,49,320,64,5.0
"b _ { k } ^ { \mathrm { s } } = \epsilon _ { k i j } \partial _ { i } a _ { j } ^ { \mathrm { s } } = \epsilon _ { k i j } \partial _ { i } \left( \frac { 1 } { 2 i g } \mathrm { t r } \, \tau _ { 3 } \, \Omega _ { \mathrm { D } } \partial _ { j } \Omega _ { \mathrm { D } } ^ { \dagger } \right) ,",31fdb57dac.png,298,99,320,64,5.0
"[ f ^ { k } ( \vec { x } ) , f ^ { j } ( \vec { y } ) ] = - i m \epsilon ^ { k j } \delta ( \vec { x } - \vec { y } ) ,",57aa9d938d.png,119,48,256,32,8.0
"X _ { \pm z ^ { a } } = \theta _ { a \bar { a } } S ^ { N } \bar { z } ^ { \bar { a } } ( S ^ { \dagger } ) ^ { N } + \sum _ { n = 0 } ^ { N - 1 } \lambda _ { a , n } | n \rangle \langle n | \otimes P _ { 0 } ^ { ( 2 ) } ,",723d51af57.png,222,87,384,64,6.0
d ^ { 3 } m _ { P l } ^ { 2 } \leq R _ { H u b b l e } \approx 1 0 ^ { 2 8 } c m .,1b35e60135.png,82,37,224,32,7.0
"\dot { X } _ { \mu } = \frac { P _ { \mu } } T ,",d5d2a24a48.png,48,19,128,64,2.0
"( u - z ) ^ { s } \phi ( z ) \chi ( u ) = ( u - z ) ^ { s } \chi ( u ) \phi ( z ) ,",57d2a78fd8.png,83,36,320,32,10.0
H - E _ { 0 } = \sum _ { n = 0 } ^ { \infty } \; a _ { m _ { 1 } } ^ { \dagger } \ldots a _ { m _ { n } } ^ { \dagger } \mid 0 \rangle \; E ( m _ { 1 } \ldots m _ { n } ) \; \langle 0 \mid a _ { m _ { n } } \ldots a _ { m _ { 1 } },4a2dbb2a47.png,231,88,480,64,7.5
"\Gamma _ { A } ^ { t } = C ^ { - 1 } \Gamma _ { A } C \; , \; \; C ^ { \dagger } = C ^ { - 1 } \; , \; \; C ^ { t } = - C \; ;",3dd41b5906.png,126,52,320,32,10.0
\nabla ^ { 2 } f = \bar { \gamma } F ^ { 4 } f \; \;,111e3c8fbf.png,52,19,128,32,4.0
"A ( \omega ) = \int _ { 0 } ^ { \infty } d t \, e ^ { i \omega t } A ( t )",45b56a40f6.png,74,28,192,64,3.0
"\phi \rightarrow - \phi \ , \psi \rightarrow e ^ { i \alpha } \gamma ^ { 3 } \psi \ \ ,",4c4df2cbc6.png,87,23,192,32,6.0
"\operatorname* { l i m } _ { r \rightarrow \infty } \mathrm { \boldmath ~ \phi ~ } ( r , \theta , t ) = \mathrm { \boldmath ~ \phi ~ } _ { 0 } ( t ) ,",1d9fd4e480.png,150,42,192,32,6.0
"L _ { \mu } = e ^ { \sqrt { 3 } y + \varphi } \nabla _ { \mu } \chi + \sigma _ { 2 } K _ { \mu } ,",3a3b6d6b48.png,98,35,192,32,6.0
"B ( { \bf x } ) = c \left( ( x _ { 1 } - x _ { 1 0 } ) ^ { 2 } + ( x _ { 2 } - x _ { 2 0 } ) ^ { 2 } \right) + c _ { 0 } ,",17739f6614.png,122,55,320,64,5.0
"m _ { 3 / 2 } \sim \frac { m _ { \mathrm { b r } } ^ { 2 } } { M _ { \mathrm { P l } } } \, ,",31f699cb1f.png,93,37,128,64,2.0
R _ { 0 0 } = \frac { 1 } { g ^ { 2 } } \left( \frac { f ^ { \prime \prime } } { f } - \frac { f ^ { \prime } } { f } \frac { g ^ { \prime } } { g } + 2 \frac { f ^ { \prime } } { f } \frac { h ^ { \prime } } { h } \right),7828ee54f5.png,222,79,256,64,4.0
\stackrel { ( 1 ) } { \omega } _ { \Delta } = \mu _ { a _ { 1 } \cdots a _ { \Delta + 1 } } \eta _ { 2 } ^ { a _ { 1 } } \cdots \eta _ { 2 } ^ { a _ { \Delta + 1 } } .,59a89f2481.png,167,61,224,64,3.5
"\Lambda ( \theta ; \theta _ { 1 } , \ldots , \theta _ { N } ) = \Lambda _ { H H M } ( \lambda \theta ; \theta _ { 1 } , \ldots , \theta _ { N } ) \ \prod _ { j = 1 } ^ { N } R ( \theta - \theta _ { j } )",762a3a1dac.png,203,66,480,64,7.5
R = { \frac { P ^ { 2 } t ^ { 2 } } { B } } { \frac { \partial } { \partial \kappa } } \left( { \frac { B } { P ^ { 2 } t ^ { 2 } } } { \frac { \partial } { \partial \kappa } } ( P ^ { 2 } t ^ { 2 } ) \right) .,25292f7a1e.png,210,73,256,64,4.0
"\phi \left( x ^ { 0 } + \tau , { \bf x } \right) = U \left( \phi , \pi \right) ^ { - 1 } \phi \left( x ^ { 0 } , { \bf x } \right) U \left( \phi , \pi \right) ,",1b3105ca14.png,160,47,320,64,5.0
"[ L ( 0 ) , Y _ { Q ( z ) } ^ { \prime } ( v , x ) ] = \left( x \frac { d } { d x } + h \right) Y _ { Q ( z ) } ^ { \prime } ( v , x ) ,",26be163f0b.png,136,56,320,64,5.0
\mathrm { I } : 2 > E > 1 \quad \mathrm { a n d } \quad \mathrm { I I } : - 2 < E < - 1 ;,4234ce4853.png,89,32,320,32,10.0
"\left\langle \prod _ { a = 1 } ^ { N } \left[ \psi _ { 1 } ^ { ( a ) } ( - L , 0 ) \; U \Big ( { \cal C } ( L ) \Big ) \; \overline { { \psi } } _ { 1 } ^ { ( a ) } ( L , 0 ) \right] \right\rangle _ { 0 } ^ { \theta }",ec2df7a9b4.png,217,75,320,64,5.0
\frac { d ( \xi p ) } { d \xi } = - \varepsilon .,76db24e1e4.png,49,16,128,64,2.0
"E _ { m } ( x | A ) = \int \frac { d ^ { n } k } { ( 2 \pi ) ^ { n } \sqrt { g } } \int _ { C } \frac { i d \lambda } { 2 \pi } e ^ { - \lambda ^ { 1 / 2 } } [ \sigma _ { m } ] ( x , x , k ; \lambda ) ,",3ea2cc4b9a.png,202,79,384,64,6.0
M _ { K ^ { * } } ^ { 2 } - M _ { \rho } ^ { 2 } = \frac { 1 } { 2 \alpha ^ { \prime } } = 0 . 3 \mathrm { G e V } ^ { 2 } .,110ad97b12.png,124,51,224,64,3.5
"\Bigr [ P _ { - } \phi \Bigr ] _ { \partial M } = 0 \; ,",63568e9420.png,56,19,128,64,2.0
x _ { n } = \frac { s _ { N - n } x _ { M } } { s _ { N - M } } + \frac { s _ { M - n } x _ { N } } { s _ { M - N } } - T,30407da679.png,121,57,224,64,3.5
"\operatorname { d i m } R = { \frac { d _ { R } N ^ { n } } { n ! } } \prod _ { v } \left( 1 + { \frac { \Delta _ { v } } { N } } \right) ,",1ac13ee6dc.png,139,50,224,64,3.5
"\phi ( x ) = \sum _ { n = 1 } ^ { \infty } a _ { n } ( x ^ { + } , x ^ { \bot } ) \operatorname { s i n } \{ \frac { n \pi } { 2 L } ( x ^ { - } + L ) \} \quad .",4576bce0e8.png,161,62,320,64,5.0
"C _ { \alpha \beta } ^ { \gamma } = \epsilon _ { \alpha \beta \mu } m ^ { \mu \gamma } + \delta _ { \beta } ^ { \gamma } a _ { \alpha } - \delta _ { \alpha } ^ { \gamma } a _ { \beta } ,",3ba145b143.png,186,55,224,32,7.0
"[ p _ { a } , p _ { b } ] = i f _ { a b } ^ { ~ ~ c } \, \, p _ { c } ~ , ~ ~ [ p _ { a } , g _ { M N } ] = ( g t _ { a } ) _ { M N } ~ .",5572ea2a3c.png,137,68,320,32,10.0
"\fbox { \left[ \delta _ { \xi } , \delta _ { \chi } \right] V = 2 \xi ^ { a } \chi ^ { b } \left( \Gamma ^ { M } \right) _ { a b } \partial _ { M } V \ . }",63b3339a44.png,155,49,256,64,4.0
"g = d \vec { x } _ { a } \Phi _ { a b } \cdot d \vec { x } _ { b } + \left( \frac { d \phi _ { a } } { 4 \pi } + \vec { \Omega } _ { a c } \cdot d \vec { x } _ { c } \right) ( \Phi ^ { - 1 } ) _ { a b } \left( \frac { d \phi _ { b } } { 4 \pi } + \vec { \Omega } _ { b d } \cdot d \vec { x } _ { d } \right) ,",eacf911861.png,309,112,480,64,7.5
"\gamma _ { m n p } \, \xi = \psi _ { m n p } \, \xi ,",10e1817834.png,53,20,128,32,4.0
"\Psi _ { m } \rightarrow b \Psi _ { m } , \hspace { 3 m m } e ^ { \frac { 4 \sqrt { d - 2 } } { d - 3 } \phi } \rightarrow b ^ { - 2 } e ^ { \frac { 4 \sqrt { d - 2 } } { d - 3 } \phi } ,",7d64d8b517.png,187,67,320,32,10.0
"H \Psi = E \Psi \ , \ H = - \frac { 1 } { 2 } \triangle + V ( x _ { 1 } , , \ldots , x _ { n } ) \ ,",4217e75b68.png,100,39,320,64,5.0
"\sum _ { i = 1 } ^ { n } \mathrm { c o d i m } \, \gamma _ { i } = \mathrm { d i m } \, M + 1 .",2908bb9831.png,95,37,192,64,3.0
\prod U \equiv U _ { 2 } U _ { 4 } U _ { 3 } ^ { - 1 } \cdot U _ { 3 } U _ { 5 } U _ { 1 } ^ { - 1 } \cdot U _ { 1 } U _ { 6 } U _ { 2 } ^ { - 1 } \cdot U _ { 2 } U _ { 6 } ^ { - 1 } U _ { 5 } ^ { - 1 } U _ { 4 } ^ { - 1 } U _ { 2 } ^ { - 1 } = 1 .,86bcef7f9c.png,248,114,480,32,15.0
"\varepsilon _ { \mu \nu \rho } \varepsilon ^ { \rho \sigma \tau } = \delta _ { \mu } ^ { \sigma } \delta _ { \nu } ^ { \tau } - \delta _ { \nu } ^ { \sigma } \delta _ { \mu } ^ { \tau } \; ,",3db7899f6c.png,190,54,192,32,6.0
"\theta = d \alpha + \alpha ^ { 2 } ,",7506f84be7.png,36,11,128,32,4.0
"\omega = \partial _ { z } \operatorname { l o g } { \frac { E ( z , P _ { + } ) } { E ( z , P _ { - } ) } } - 2 \pi i \sum _ { j , k = 1 } ^ { h } \left( \mathrm { I m } \, \int _ { P _ { - } } ^ { P _ { + } } \omega _ { j } \right) { \Omega _ { j k } ^ { ( 2 ) } } ^ { - 1 } \omega _ { k } ( z ) ,",f5197beee4.png,298,115,480,64,7.5
"{ \lbrace P ^ { \mu } ( \sigma ) , X ^ { \nu } ( \sigma ^ { \prime } ) \rbrace } = \delta ( \sigma - \sigma ^ { \prime } ) G ^ { \mu \nu }",30deb25392.png,138,42,256,32,8.0
"\int \mathrm { d } ^ { 3 } { \bf r } \; \left| \, \psi _ { j } \left( { \bf r } \right) \right| ^ { 2 } = \frac { 1 } { 2 \vert E _ { j } \vert } \, , \quad j = 1 , \ldots , N \, ,",66b43f662f.png,180,59,320,64,5.0
"P = { \frac { 2 } { 3 } } { \frac { ( \ddot { \bf d } ) ^ { 2 } } { c ^ { 3 } } } ,",60b564d00a.png,83,35,128,64,2.0
\Phi ( t ) = ( 2 - D ) \mathrm { l n } \frac { 2 Q t } { D - 2 },5b5fb458cb.png,64,26,192,64,3.0
"\zeta ( x , 0 ) = \frac { 1 } { 3 2 \pi ^ { 2 } } \, \frac { \partial ^ { 2 } \Omega ( x , x , \tau ) } { \partial \tau ^ { 2 } } \, \vert _ { \tau = 0 }",4d74cb26d3.png,153,53,256,64,4.0
"\left[ U _ { 0 } ^ { - } , U _ { 0 } ^ { + } \right] = \left[ X _ { 0 } ^ { - } , X _ { 0 } ^ { + } \right] = 1 .",4894c2ad51.png,113,46,224,64,3.5
"g = ( g _ { m n } ) = \left( \begin{array} { l r } { a } & { - q c ^ { * } } \\ { c } & { a ^ { * } } \\ \end{array} \right) ,",512edc74a0.png,126,46,224,64,3.5
"\left| \vec { \chi } _ { \mu } \right| \equiv \left( \sqrt { \chi _ { \mu } ^ { 1 } \chi _ { \mu } ^ { 1 } } , \ldots , \sqrt { \chi _ { \mu } ^ { N - 1 } \chi _ { \mu } ^ { N - 1 } } \right) ,",26bb7a954d.png,193,63,256,64,4.0
( \partial X ^ { i } + M _ { j } ^ { i } \bar { \partial } X ^ { j } ) | B \rangle = 0,6da529e615.png,86,32,192,32,6.0
"\alpha _ { n + 1 - i , l ^ { \prime } } \left( \overline { { a } } , b , c \right) = \alpha _ { i , l ^ { \prime } } \left( \overline { { d } } , c , b \right) .",1d8d9e8c41.png,161,52,256,64,4.0
"e _ { a } ^ { \mu } = \frac { 1 } { 3 ! } \hat { \epsilon } _ { a b c d } \epsilon ^ { \mu \nu \rho \sigma } e _ { \nu } ^ { b } e _ { \rho } ^ { c } e _ { \sigma } ^ { d } { \tt e } ^ { - 1 } ~ ,",6e38af41f0.png,196,75,224,64,3.5
\epsilon ^ { I J } \bar { q } _ { I } ^ { + } q _ { J } ^ { + } + \lambda ^ { + + } = 0,6943057c45.png,87,36,160,32,5.0
"\widetilde { f } ( k _ { 1 } , k _ { 2 } ) = 2 \pi | \theta ^ { 1 2 } | \",66a338aad3.png,73,29,160,32,5.0
k _ { 0 } ^ { u } \frac { \partial } { \partial u } = \nu _ { 0 } \frac { \partial } { \partial a } \ .,683e077c75.png,103,33,128,64,2.0
N ^ { t } \cdot M \ge 0 \qquad \mathrm { f o r ~ a l l ~ e n t r i e s . },1b8e5dd80b.png,74,29,224,32,7.0
B = \partial W \cap \{ t = 0 \} .,5a1d931793.png,33,11,160,32,5.0
"\delta _ { \eta } \psi _ { M } = { \bar { \nabla } } _ { M } \eta - { \bar { Z } } _ { M } \eta ,",407980a92a.png,97,35,160,32,5.0
"\Omega | 0 \rangle ^ { ( o d d ) } = - | 0 \rangle ^ { ( o d d ) } ~ ~ ,",3854ccb6d1.png,72,28,192,32,6.0
"\tau _ { i } = { 2 \pi M _ { 1 1 } ^ { 6 } V _ { 3 , i } } \ \ ( i \leq N _ { 3 } ) \ , \quad \tau _ { N _ { 3 } + 1 } = { 2 \pi M _ { 1 1 } ^ { 3 } } \ .",59f59691a9.png,154,69,384,32,12.0
D \left( t \right) \stackrel { t \rightarrow \infty } { { \rightarrow } } 1 / 2,2d187b6bdb.png,79,18,128,32,4.0
"{ \cal K } _ { h k } ( { \Phi } ^ { a } , { \bar { \Phi } } ^ { a } , X ^ { a } ) = { \cal K } _ { t w } ( { \Phi } ^ { a } , { \bar { \Phi } } ^ { a } , Z ^ { a } ) - \sum _ { a } Z ^ { a } X ^ { a } \ ,",2fe2705d3a.png,204,89,384,64,6.0
S ^ { ( i ) } ( \lambda ) = \frac { \alpha _ { R } ^ { 0 } } \pi \frac { ( 1 - \lambda ) } \lambda \{ 2 + [ \frac 2 { \lambda ^ { 2 } } - \frac { 1 + \lambda } \lambda ] \operatorname { l n } \left| 1 - \lambda ^ { 2 } \right| \},36973abffe.png,229,70,384,64,6.0
"\it S \ni \left( \phi ^ { K } \right) \mapsto \left( \phi _ { L } \right) = \left( \phi ^ { K } \, \epsilon _ { K L } \right) \in { \it S } ^ { * } .",3c8eb089a4.png,149,43,320,64,5.0
